page,clicks,impressions,ctr,position
https://gptbot.uz/uz/instagram-uchun-ai-menejer/,2,22,0.09090909090909091,5.363636363636363
http://gptbot.uz/,0,2,0,1
https://gptbot.uz/,0,43,0,4.7441860465116275
https://gptbot.uz/?lang=uz,0,17,0,4.588235294117647
https://gptbot.uz/ru/ai-bot-dlya-biznesa/,0,22,0,8.09090909090909
https://gptbot.uz/ru/ai-bot-dlya-horeca/,0,2,0,1
https://gptbot.uz/ru/ai-bot-dlya-kliniki/,0,4,0,2
https://gptbot.uz/ru/ai-bot-dlya-magazina/,0,2,0,7
https://gptbot.uz/ru/ai-bot-dlya-salona-krasoty/,0,6,0,23.333333333333332
https://gptbot.uz/ru/ai-menedzher-dlya-instagram/,0,3,0,6.666666666666667
https://gptbot.uz/ru/ai-prodavec/,0,3,0,13.333333333333334
https://gptbot.uz/ru/avtomatizatsiya-prodazh/,0,3,0,59
https://gptbot.uz/ru/avtomatizatsiya-zayavok/,0,9,0,5
https://gptbot.uz/ru/blog/,0,24,0,3.9583333333333335
https://gptbot.uz/ru/blog/ai-bot-dlya-biznesa-v-uzbekistane/,0,41,0,4.7560975609756095
https://gptbot.uz/ru/blog/ai-bot-dlya-internet-magazina-zadachi/,0,9,0,10.88888888888889
https://gptbot.uz/ru/blog/ai-bot-dlya-kliniki-zadachi/,0,10,0,6.7
https://gptbot.uz/ru/blog/ai-bot-dlya-salona-krasoty-zadachi/,0,11,0,7.2727272727272725
https://gptbot.uz/ru/blog/ai-bot-dlya-uchebnogo-tsentra-zadachi/,0,9,0,4.888888888888889
https://gptbot.uz/ru/blog/ai-menedzher-dlya-instagram/,0,8,0,13.125
https://gptbot.uz/ru/blog/ai-prodavec-i-otdel-prodazh/,0,9,0,2.7777777777777777
https://gptbot.uz/ru/blog/avtomatizatsiya-zayavok-instruktsiya/,0,10,0,54.5
https://gptbot.uz/ru/blog/chat-bot-dlya-biznesa-v-tashkente-kak-vybrat-kanal/,0,3,0,7
https://gptbot.uz/ru/blog/gpt-bot-vs-chat-bot/,0,34,0,4.9411764705882355
https://gptbot.uz/ru/blog/instagram-direct-bot-kak-rabotaet/,0,7,0,17.857142857142858
https://gptbot.uz/ru/blog/instagram-telegram-crm-odna-voronka-zayavok/,0,3,0,9.666666666666666
https://gptbot.uz/ru/blog/kak-ai-bot-pomogaet-ne-teryat-klientov-posle-reklamy/,0,24,0,4.583333333333334
https://gptbot.uz/ru/blog/kak-podgotovit-biznes-k-zapusku-gpt-bota/,0,6,0,7
https://gptbot.uz/ru/blog/kak-vybrat-ai-bota-dlya-biznesa/,0,8,0,6.625
https://gptbot.uz/ru/blog/kakoi-ai-bot-nuzhen-vashei-nishe-v-uzbekistane/,0,11,0,4
https://gptbot.uz/ru/blog/otvety-klientam-24-7-bez-rasshireniya-otdela/,0,1,0,1
https://gptbot.uz/ru/blog/pochemu-biznes-teryaet-zayavki-iz-instagram-telegram/,0,14,0,11.785714285714286
https://gptbot.uz/ru/blog/stoimost-telegram-bota-dlya-biznesa-v-uzbekistane/,0,2,0,5
https://gptbot.uz/ru/blog/telegram-bot-dlya-biznesa/,0,18,0,2.5555555555555554
https://gptbot.uz/ru/bot-dlya-obrabotki-zayavok/,0,1,0,6
https://gptbot.uz/ru/chat-bot-dlya-biznesa/,0,8,0,25
https://gptbot.uz/ru/gpt-bot-dlya-biznesa/,0,23,0,24.52173913043478
https://gptbot.uz/ru/instagram-direct-bot/,0,20,0,16.3
https://gptbot.uz/ru/telegram-bot-dlya-biznesa/,0,18,0,4.055555555555555
https://gptbot.uz/ru/telegram-bot-uzbekistan/,0,4,0,8.75
https://gptbot.uz/uz/ai-sotuvchi/,0,14,0,4.928571428571429
https://gptbot.uz/uz/arizalarni-avtomatlashtirish/,0,1,0,2
https://gptbot.uz/uz/biznes-uchun-ai-bot/,0,31,0,2.741935483870968
https://gptbot.uz/uz/blog/,0,8,0,3.875
https://gptbot.uz/uz/blog/ai-botni-biznes-uchun-qanday-tanlash/,0,6,0,6
https://gptbot.uz/uz/blog/biznes-instagram-telegramdan-kelgan-arizalarni-nega-yoqotadi/,0,8,0,5.75
https://gptbot.uz/uz/blog/gpt-botni-ishga-tushirishdan-oldin-biznesni-tayyorlash/,0,4,0,8
https://gptbot.uz/uz/blog/instagram-telegram-crm-bitta-ariza-voronkasi/,0,7,0,7.285714285714286
https://gptbot.uz/uz/blog/qaysi-ai-bot-qaysi-nishaga-mos-uzbekistonda/,0,3,0,4.666666666666666
https://gptbot.uz/uz/blog/telegram-bot-biznes-uchun-narxi-uzbekistonda/,0,8,0,6
https://gptbot.uz/uz/blog/telegram-bot-crm-yoki-menejer/,0,5,0,5.6
https://gptbot.uz/uz/blog/toshkentda-biznes-uchun-chat-bot-qaysi-kanal/,0,4,0,7.25
https://gptbot.uz/uz/chat-bot-biznes-uchun/,0,21,0,2.7142857142857144
https://gptbot.uz/uz/gpt-bot-biznes-uchun/,0,11,0,2.8181818181818183
https://gptbot.uz/uz/horeca-uchun-ai-bot/,0,12,0,4.833333333333334
https://gptbot.uz/uz/instagram-bot-biznes-uchun/,0,2,0,7
https://gptbot.uz/uz/salon-uchun-ai-bot/,0,13,0,3.8461538461538463
