page,device,clicks,impressions,ctr,position
https://gptbot.uz/ru/blog/,MOBILE,0,7,0,93.85714285714286
https://gptbot.uz/ru/blog/ai-bot-dlya-biznesa-v-uzbekistane/,DESKTOP,0,1,0,182
https://gptbot.uz/ru/blog/ai-bot-dlya-biznesa-v-uzbekistane/,MOBILE,0,3,0,68.66666666666667
https://gptbot.uz/ru/blog/ai-bot-dlya-salona-krasoty-uzb-podklyuchenie-scenarii-ogranicheniya/,MOBILE,0,1,0,6
https://gptbot.uz/ru/blog/ai-bot-dlya-salona-krasoty-zadachi/,DESKTOP,0,5,0,49.6
https://gptbot.uz/ru/blog/ai-bot-dlya-salona-krasoty-zadachi/,MOBILE,0,8,0,48.75
https://gptbot.uz/ru/blog/ai-bot-uzbekskiy-yazyk-kak-rabotaet/,DESKTOP,0,1,0,9
https://gptbot.uz/ru/blog/ai-bot-uzbekskiy-yazyk-kak-rabotaet/,MOBILE,0,6,0,11.666666666666666
https://gptbot.uz/ru/blog/ai-menedzher-dlya-instagram/,DESKTOP,0,1,0,1
https://gptbot.uz/ru/blog/ai-menedzher-dlya-instagram/,MOBILE,0,1,0,60
https://gptbot.uz/ru/blog/ai-prodavec-i-otdel-prodazh/,DESKTOP,0,2,0,58.5
https://gptbot.uz/ru/blog/ai-prodavec-i-otdel-prodazh/,MOBILE,0,2,0,17.5
https://gptbot.uz/ru/blog/analogi-chatgpt-kotorye-rabotayut-v-uzbekistane/,MOBILE,0,1,0,11
https://gptbot.uz/ru/blog/avtomatizatsiya-zayavok-instruktsiya/,DESKTOP,0,19,0,58.473684210526315
https://gptbot.uz/ru/blog/avtomatizatsiya-zayavok-instruktsiya/,MOBILE,0,3,0,27.333333333333332
https://gptbot.uz/ru/blog/besplatnyy-chat-bot-chto-realno-besplatno/,DESKTOP,0,1,0,77
https://gptbot.uz/ru/blog/bot-dlya-zayavok/,DESKTOP,0,2,0,19.5
https://gptbot.uz/ru/blog/chat-bot-chto-eto-vidy-i-kak-vybrat/,DESKTOP,0,3,0,66.66666666666667
https://gptbot.uz/ru/blog/chat-bot-chto-eto-vidy-i-kak-vybrat/,MOBILE,0,3,0,69.66666666666667
https://gptbot.uz/ru/blog/chat-bot-dlya-sayta-kak-dobavit-i-skolko-stoit/,DESKTOP,0,43,0,58.16279069767442
https://gptbot.uz/ru/blog/chat-bot-dlya-sayta-kak-dobavit-i-skolko-stoit/,MOBILE,0,17,0,57.94117647058823
https://gptbot.uz/ru/blog/chat-bot-dlya-sayta-kak-dobavit-i-skolko-stoit/,TABLET,0,7,0,52.42857142857143
https://gptbot.uz/ru/blog/chat-bot-dlya-sayta/,DESKTOP,0,14,0,89
https://gptbot.uz/ru/blog/chat-gpt-na-russkom/,DESKTOP,0,26,0,58.11538461538461
https://gptbot.uz/ru/blog/chat-gpt-na-russkom/,MOBILE,0,8,0,7.875
https://gptbot.uz/ru/blog/chat-gpt-online/,DESKTOP,0,7,0,56
https://gptbot.uz/ru/blog/chat-gpt-online/,MOBILE,0,2,0,37.5
https://gptbot.uz/ru/blog/chat-s-ii-gde-poobshchatsya-s-iskusstvennym-intellektom/,DESKTOP,0,32,0,55.8125
https://gptbot.uz/ru/blog/chat-s-ii-gde-poobshchatsya-s-iskusstvennym-intellektom/,TABLET,0,2,0,7
https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,DESKTOP,0,16,0,3.625
https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,MOBILE,0,24,0,2.833333333333333
https://gptbot.uz/ru/blog/chatgpt-ili-ai-bot-dlya-biznesa/,DESKTOP,0,7,0,78.42857142857143
https://gptbot.uz/ru/blog/chto-takoe-ai-bot-dlya-biznesa/,DESKTOP,0,14,0,89.64285714285714
https://gptbot.uz/ru/blog/chto-takoe-ai-menedzher-i-kak-on-rabotaet/,DESKTOP,0,72,0,36.333333333333336
https://gptbot.uz/ru/blog/chto-takoe-ai-menedzher-i-kak-on-rabotaet/,MOBILE,0,14,0,20.428571428571427
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,DESKTOP,0,583,0,32.080617495711834
https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,MOBILE,0,342,0,26.637426900584796
https://gptbot.uz/ru/blog/chto-takoe-marketing-kit/,DESKTOP,0,40,0,31.675
https://gptbot.uz/ru/blog/chto-takoe-marketing-kit/,MOBILE,0,12,0,25.166666666666668
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,DESKTOP,0,1370,0,65.57372262773723
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,MOBILE,0,491,0,65.10183299389001
https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,TABLET,0,5,0,59.8
https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,DESKTOP,0,80,0,20.3375
https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,MOBILE,0,46,0,24.130434782608695
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,DESKTOP,0,121,0,17.867768595041323
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,MOBILE,0,36,0,25.13888888888889
https://gptbot.uz/ru/blog/chto-vhodit-v-uslugi-smm-specialista/,TABLET,0,1,0,9
https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,DESKTOP,0,27,0,69.33333333333333
https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,MOBILE,0,1,0,42
https://gptbot.uz/ru/blog/digital-strategiya-dlya-biznesa-v-uzbekistane/,MOBILE,0,1,0,9
https://gptbot.uz/ru/blog/dogovor-na-okazanie-smm-uslug-v-uzbekistane/,DESKTOP,0,1,0,6
https://gptbot.uz/ru/blog/golosovoy-chat-s-ii-dlya-biznesa/,DESKTOP,0,1,0,100
https://gptbot.uz/ru/blog/golosovoy-chat-s-ii-dlya-biznesa/,MOBILE,0,4,0,51
https://gptbot.uz/ru/blog/google-ads-ili-yandeks-direkt-uzbekistan/,DESKTOP,0,1,0,7
https://gptbot.uz/ru/blog/google-maps-yandex-2gis-dlya-biznesa/,DESKTOP,0,1,0,77
https://gptbot.uz/ru/blog/google-maps-yandex-2gis-dlya-biznesa/,MOBILE,0,1,0,4
https://gptbot.uz/ru/blog/gpt-bot-vs-chat-bot/,DESKTOP,0,1,0,6
https://gptbot.uz/ru/blog/gpt-chat-bot-na-russkom-i-uzbekskom-kak-rabotaet/,DESKTOP,0,1,0,42
https://gptbot.uz/ru/blog/gpt-chat-bot-na-russkom-i-uzbekskom-kak-rabotaet/,MOBILE,0,32,0,6.75
https://gptbot.uz/ru/blog/hosting-dlya-telegram-bota/,DESKTOP,0,14,0,64.85714285714286
https://gptbot.uz/ru/blog/hosting-dlya-telegram-bota/,MOBILE,0,3,0,14.333333333333334
https://gptbot.uz/ru/blog/ii-chat-na-russkom-chto-eto-i-kakie-byvayut/,DESKTOP,0,2,0,50.5
https://gptbot.uz/ru/blog/ii-chat-na-russkom-chto-eto-i-kakie-byvayut/,MOBILE,0,3,0,8.333333333333332
https://gptbot.uz/ru/blog/instagram-direct-bot-kak-rabotaet/,DESKTOP,0,46,0,36.32608695652174
https://gptbot.uz/ru/blog/instagram-direct-bot-kak-rabotaet/,MOBILE,0,3,0,10.666666666666666
https://gptbot.uz/ru/blog/kak-podklyuchit-chatgpt-k-telegram-botu/,DESKTOP,0,5,0,37.2
https://gptbot.uz/ru/blog/kak-podklyuchit-telegram-bot-k-crm/,DESKTOP,0,3,0,51
https://gptbot.uz/ru/blog/kak-provesti-audit-digital-marketinga/,DESKTOP,0,37,0,15.108108108108109
https://gptbot.uz/ru/blog/kak-provesti-audit-digital-marketinga/,MOBILE,0,2,0,35.5
https://gptbot.uz/ru/blog/kak-sozdat-telegram-bota/,DESKTOP,0,13,0,91.07692307692308
https://gptbot.uz/ru/blog/kak-sozdat-telegram-bota/,MOBILE,0,1,0,24
https://gptbot.uz/ru/blog/kak-vybrat-ai-bota-dlya-biznesa/,DESKTOP,0,4,0,86.25
https://gptbot.uz/ru/blog/kak-vybrat-digital-agentstvo-v-tashkente/,DESKTOP,0,11,0,35.72727272727273
https://gptbot.uz/ru/blog/kak-vybrat-digital-agentstvo-v-tashkente/,MOBILE,0,1,0,19
https://gptbot.uz/ru/blog/kak-vybrat-razrabotchika-sayta-v-tashkente/,DESKTOP,0,2,0,18.5
https://gptbot.uz/ru/blog/keys-cake-city-platforma-kondirterskoy/,MOBILE,0,2,0,7
https://gptbot.uz/ru/blog/lending-korporativnyy-sayt-ili-internet-magazin/,DESKTOP,0,8,0,26.5
https://gptbot.uz/ru/blog/lending-korporativnyy-sayt-ili-internet-magazin/,MOBILE,0,1,0,27
https://gptbot.uz/ru/blog/marketingovye-terminy-slovar/,DESKTOP,0,3,0,47.666666666666664
https://gptbot.uz/ru/blog/marketingovye-terminy-slovar/,MOBILE,0,58,0,25.137931034482758
https://gptbot.uz/ru/blog/pochemu-biznes-teryaet-zayavki-iz-instagram-telegram/,MOBILE,0,1,0,2
https://gptbot.uz/ru/blog/podderzhka-telegram-bota-posle-zapuska/,MOBILE,0,4,0,10
https://gptbot.uz/ru/blog/priem-oplaty-payme-click-v-telegram-bote/,DESKTOP,0,4,0,19.5
https://gptbot.uz/ru/blog/priem-oplaty-payme-click-v-telegram-bote/,MOBILE,0,42,0,9
https://gptbot.uz/ru/blog/prodvizhenie-sayta-v-google-uzbekistan/,DESKTOP,0,12,0,21
https://gptbot.uz/ru/blog/prodvizhenie-sayta-v-yandekse-uzbekistan/,DESKTOP,0,1,0,18
https://gptbot.uz/ru/blog/razrabotka-chat-bota/,DESKTOP,0,4,0,73.75
https://gptbot.uz/ru/blog/razrabotka-chat-bota/,MOBILE,0,3,0,62.666666666666664
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,DESKTOP,0,141,0,81.16312056737588
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,MOBILE,0,29,0,84.89655172413794
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,TABLET,0,4,0,74.5
https://gptbot.uz/ru/blog/seo-ili-google-ads-chto-vybrat/,MOBILE,0,1,0,9
https://gptbot.uz/ru/blog/skolko-stoit-internet-reklama-uzbekistan-2026/,MOBILE,0,2,0,7
https://gptbot.uz/ru/blog/skolko-stoit-kontekstnaya-reklama-tashkent-2026/,DESKTOP,0,2,0,4.5
https://gptbot.uz/ru/blog/skolko-stoit-kontekstnaya-reklama-tashkent-2026/,MOBILE,0,1,0,9
https://gptbot.uz/ru/blog/skolko-stoit-razrabotka-sayta-v-tashkente/,DESKTOP,0,11,0,36.18181818181818
https://gptbot.uz/ru/blog/skolko-stoit-razrabotka-sayta-v-tashkente/,MOBILE,0,6,0,18.5
https://gptbot.uz/ru/blog/skolko-stoit-razrabotka-telegram-bota-v-tashkente/,MOBILE,0,2,0,92
https://gptbot.uz/ru/blog/skolko-stoit-seo-prodvizhenie-uzbekistan-2026/,DESKTOP,0,13,0,15.615384615384615
https://gptbot.uz/ru/blog/skolko-stoit-seo-prodvizhenie-uzbekistan-2026/,MOBILE,0,4,0,15.75
https://gptbot.uz/ru/blog/skolko-stoit-smm-i-vedenie-instagram-uzbekistan/,DESKTOP,0,8,0,12.125
https://gptbot.uz/ru/blog/skolko-stoit-smm-i-vedenie-instagram-uzbekistan/,MOBILE,0,7,0,6.285714285714286
https://gptbot.uz/ru/blog/skolko-stoit-smm-i-vedenie-instagram-uzbekistan/,TABLET,0,1,0,11
https://gptbot.uz/ru/blog/skolko-stoit-sozdat-sayt-tashkent-2026/,MOBILE,0,1,0,55
https://gptbot.uz/ru/blog/stoimost-digital-marketinga-v-tashkente/,DESKTOP,0,1,0,26
https://gptbot.uz/ru/blog/stoimost-digital-marketinga-v-tashkente/,MOBILE,0,2,0,35
https://gptbot.uz/ru/blog/stoimost-i-pakety-smm-uslug-v-tashkente/,MOBILE,0,1,0,15
https://gptbot.uz/ru/blog/stoimost-seo-prodvizheniya-v-tashkente/,DESKTOP,0,35,0,12.857142857142858
https://gptbot.uz/ru/blog/stoimost-seo-prodvizheniya-v-tashkente/,MOBILE,0,11,0,54.63636363636363
https://gptbot.uz/ru/blog/stoimost-telegram-bota-dlya-biznesa-v-uzbekistane/,MOBILE,0,1,0,17
https://gptbot.uz/ru/blog/telegram-ads-ili-posevy-v-kanalah/,DESKTOP,0,70,0,47.07142857142857
https://gptbot.uz/ru/blog/telegram-ads-stoimost-i-zapusk-uzbekistan/,MOBILE,0,1,0,2
https://gptbot.uz/ru/blog/telegram-bot-dlya-zapisi-klientov/,DESKTOP,0,4,0,25
https://gptbot.uz/ru/blog/telegram-bot-dlya-zapisi-klientov/,MOBILE,0,2,0,26
https://gptbot.uz/ru/blog/telegram-bot-dlya-zayavok/,DESKTOP,0,1,0,58
https://gptbot.uz/ru/blog/telegram-bot-na-python/,DESKTOP,0,29,0,50.48275862068966
https://gptbot.uz/ru/blog/telegram-bot-na-python/,MOBILE,0,22,0,45.59090909090909
https://gptbot.uz/ru/blog/telegram-bot-s-oplatoy-payme-click/,DESKTOP,0,2,0,12
https://gptbot.uz/ru/blog/telegram-bot-s-oplatoy-payme-click/,MOBILE,0,3,0,6.333333333333333
https://gptbot.uz/ru/blog/telegram-mini-app-chto-eto/,DESKTOP,0,8,0,63.875
https://gptbot.uz/ru/blog/zakazat-telegram-bota/,DESKTOP,0,1,0,70
https://gptbot.uz/ru/bot-dlya-obrabotki-zayavok/,DESKTOP,0,8,0,77.375
https://gptbot.uz/ru/bot-dlya-obrabotki-zayavok/,MOBILE,0,22,0,81.4090909090909
https://gptbot.uz/ru/bot-dlya-obrabotki-zayavok/,TABLET,0,3,0,79.33333333333333
https://gptbot.uz/ru/chat-bot-dlya-biznesa/,DESKTOP,0,72,0,64.79166666666666
https://gptbot.uz/ru/chat-bot-dlya-biznesa/,MOBILE,0,75,0,70.52
https://gptbot.uz/ru/chat-bot-dlya-biznesa/,TABLET,0,5,0,78.8
https://gptbot.uz/ru/digital-marketing-tashkent/,DESKTOP,0,18,0,48.72222222222222
https://gptbot.uz/ru/digital-marketing-tashkent/,MOBILE,0,1,0,8
https://gptbot.uz/ru/digital-strategiya-dlya-biznesa/,DESKTOP,0,4,0,59.25
https://gptbot.uz/ru/digital-strategiya-dlya-biznesa/,MOBILE,0,2,0,16.5
https://gptbot.uz/ru/gde-polzovatsya-gpt-besplatno/,DESKTOP,0,2,0,6
https://gptbot.uz/ru/gde-polzovatsya-gpt-besplatno/,MOBILE,0,1,0,9
https://gptbot.uz/ru/gpt-bot-dlya-biznesa/,DESKTOP,0,7,0,82
https://gptbot.uz/ru/gpt-chat/,TABLET,0,26,0,5.730769230769231
https://gptbot.uz/ru/gpt-dlya-biznesa-v-uzbekistane/,MOBILE,0,3,0,76.33333333333333
https://gptbot.uz/ru/gpt-dlya-biznesa/,MOBILE,0,2,0,77
https://gptbot.uz/ru/gpt-dlya-ucheby/,DESKTOP,0,17,0,33.294117647058826
https://gptbot.uz/ru/gpt-dlya-ucheby/,MOBILE,0,3,0,28.333333333333332
https://gptbot.uz/ru/gpt-na-russkom/,DESKTOP,0,1,0,6
https://gptbot.uz/ru/gpt-na-russkom/,MOBILE,0,1,0,7
https://gptbot.uz/ru/gpt-vs-chatgpt-sravnenie/,DESKTOP,0,20,0,18.25
https://gptbot.uz/ru/gpt-vs-chatgpt-sravnenie/,MOBILE,0,37,0,8.35135135135135
https://gptbot.uz/ru/gpt-vs-chatgpt-sravnenie/,TABLET,0,1,0,11
https://gptbot.uz/ru/instagram-direct-bot/,DESKTOP,0,72,0,34.916666666666664
https://gptbot.uz/ru/instagram-direct-bot/,MOBILE,0,2,0,5.5
https://gptbot.uz/ru/internet-reklama-tashkent/,DESKTOP,0,5,0,17.8
https://gptbot.uz/ru/internet-reklama-tashkent/,MOBILE,0,5,0,3.4
https://gptbot.uz/ru/komanda/,DESKTOP,0,1,0,10
https://gptbot.uz/ru/kontekstnaya-reklama-tashkent/,DESKTOP,0,6,0,52.333333333333336
https://gptbot.uz/ru/kontekstnaya-reklama-tashkent/,MOBILE,0,4,0,56.5
https://gptbot.uz/ru/lokalnoe-seo-tashkent/,DESKTOP,0,1,0,70
https://gptbot.uz/ru/luchshie-razrabotchiki-chat-botov-tashkent/,DESKTOP,0,2,0,21.5
https://gptbot.uz/ru/luchshie-razrabotchiki-chat-botov-tashkent/,MOBILE,0,27,0,19.555555555555557
https://gptbot.uz/ru/o-kompanii/,DESKTOP,0,1,0,4
https://gptbot.uz/ru/o-kompanii/,MOBILE,0,1,0,90
https://gptbot.uz/ru/otzyvy/,DESKTOP,0,1,0,27
https://gptbot.uz/ru/performance-marketing-tashkent/,MOBILE,0,1,0,9
https://gptbot.uz/ru/razrabotka-sayta-pod-klyuch/,DESKTOP,0,40,0,72.575
https://gptbot.uz/ru/razrabotka-saytov-tashkent/,MOBILE,0,18,0,65
https://gptbot.uz/ru/razrabotka-saytov-tashkent/,TABLET,0,1,0,85
https://gptbot.uz/ru/razrabotka-telegram-bota-tashkent/,DESKTOP,0,2,0,113
https://gptbot.uz/ru/razrabotka-telegram-bota-tashkent/,MOBILE,0,9,0,91.33333333333333
https://gptbot.uz/ru/sayt-dlya-zayavok/,DESKTOP,0,1,0,10
https://gptbot.uz/ru/sayt-s-ai-botom/,DESKTOP,0,4,0,88.75
https://gptbot.uz/ru/seo-prodvizhenie-saytov-tashkent/,DESKTOP,0,178,0,37.69662921348315
https://gptbot.uz/ru/seo-prodvizhenie-saytov-tashkent/,MOBILE,0,27,0,28.333333333333332
https://gptbot.uz/ru/smm-prodvizhenie-tashkent/,DESKTOP,0,35,0,33.68571428571428
https://gptbot.uz/ru/smm-prodvizhenie-tashkent/,MOBILE,0,24,0,40.208333333333336
https://gptbot.uz/ru/sozdanie-sayta-dlya-biznesa/,DESKTOP,0,26,0,27.115384615384617
https://gptbot.uz/ru/sozdanie-sayta-dlya-biznesa/,MOBILE,0,7,0,60
https://gptbot.uz/ru/stoimost-chat-bota/,DESKTOP,0,6,0,21.666666666666668
https://gptbot.uz/ru/stoimost-chat-bota/,MOBILE,0,12,0,54.833333333333336
https://gptbot.uz/ru/targetirovannaya-reklama-tashkent/,DESKTOP,0,17,0,12.058823529411764
https://gptbot.uz/ru/targetirovannaya-reklama-tashkent/,MOBILE,0,1,0,8
https://gptbot.uz/ru/tarify-ai-chat/,DESKTOP,0,1,0,10
https://gptbot.uz/ru/telegram-ads-uzbekistan/,DESKTOP,0,38,0,12.5
https://gptbot.uz/ru/telegram-ads-uzbekistan/,MOBILE,0,5,0,32
https://gptbot.uz/ru/telegram-bot-dlya-biznesa/,MOBILE,0,5,0,15
https://gptbot.uz/ru/whatsapp-bot-dlya-biznesa/,DESKTOP,0,14,0,36.5
https://gptbot.uz/ru/whatsapp-bot-dlya-biznesa/,MOBILE,0,53,0,36.18867924528302
https://gptbot.uz/uz/,MOBILE,0,10,0,19.9
https://gptbot.uz/uz/ai-bot-yoki-menejer/,MOBILE,0,1,0,96
https://gptbot.uz/uz/ai-sotuvchi/,DESKTOP,0,2,0,12
https://gptbot.uz/uz/ai-sotuvchi/,MOBILE,0,1,0,2
https://gptbot.uz/uz/biz-haqimizda/,DESKTOP,0,2,0,35
https://gptbot.uz/uz/biz-haqimizda/,MOBILE,0,3,0,34.666666666666664
https://gptbot.uz/uz/biznes-uchun-ai-bot/,DESKTOP,0,2,0,16.5
https://gptbot.uz/uz/biznes-uchun-ai-bot/,MOBILE,0,7,0,9.857142857142858
https://gptbot.uz/uz/blog/ai-bot-narxlari-va-tariflari-b2c-uchun/,DESKTOP,0,1,0,9
https://gptbot.uz/uz/blog/ai-botni-biznes-uchun-qanday-tanlash/,MOBILE,0,1,0,36
https://gptbot.uz/uz/blog/ai-chat-nima-va-qanday-turlari-bor/,MOBILE,0,1,0,1
https://gptbot.uz/uz/blog/bepul-sayt-yaratish-yoki-buyurtma/,MOBILE,0,1,0,10
https://gptbot.uz/uz/blog/biznes-uchun-ai-bot-nima-oddiy-tushuntirish/,DESKTOP,0,2,0,28
https://gptbot.uz/uz/blog/biznes-uchun-ai-bot-nima-oddiy-tushuntirish/,MOBILE,0,9,0,8.555555555555555
https://gptbot.uz/uz/blog/chat-gpt-uzbek-biznes-uchun/,MOBILE,0,3,0,27
https://gptbot.uz/uz/blog/chat-gpt-uzbek-biznes-uchun/,TABLET,0,1,0,10
https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,DESKTOP,0,303,0,8.993399339933994
https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,TABLET,0,14,0,9.071428571428571
https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,DESKTOP,0,6,0,18
https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,TABLET,0,1,0,6
https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,TABLET,0,169,0,6.828402366863905
https://gptbot.uz/uz/blog/domen-va-hosting-qanday-tanlanadi/,DESKTOP,0,3,0,7.666666666666667
https://gptbot.uz/uz/blog/instagram-direct-ai-bot-qanday-ishlaydi/,DESKTOP,0,1,0,9
https://gptbot.uz/uz/blog/instagram-direct-ai-bot-qanday-ishlaydi/,MOBILE,0,56,0,8.285714285714285
https://gptbot.uz/uz/blog/instagram-telegram-crm-bitta-ariza-voronkasi/,MOBILE,0,1,0,203
https://gptbot.uz/uz/blog/marketing-nima/,DESKTOP,0,10,0,32.3
https://gptbot.uz/uz/blog/marketing-nima/,MOBILE,0,5,0,25.4
https://gptbot.uz/uz/blog/sayt-yaratish-narxi-toshkent-2026/,DESKTOP,0,1,0,16
https://gptbot.uz/uz/blog/seo-xizmati-narxi-ozbekiston-2026/,DESKTOP,0,1,0,46
https://gptbot.uz/uz/blog/smm-nima/,DESKTOP,0,8,0,64.625
https://gptbot.uz/uz/blog/smm-nima/,MOBILE,0,5,0,34
https://gptbot.uz/uz/blog/target-reklama-nima/,DESKTOP,0,8,0,8
https://gptbot.uz/uz/blog/target-reklama-nima/,MOBILE,0,25,0,8.04
https://gptbot.uz/uz/blog/telegram-bot-biznes-uchun-narxi-uzbekistonda/,MOBILE,0,2,0,4
https://gptbot.uz/uz/blog/telegram-botda-payme-click-humo-tolovlarini-qabul-qilish/,MOBILE,0,8,0,10.625
https://gptbot.uz/uz/blog/toshkentda-biznes-uchun-chat-bot-qaysi-kanal/,MOBILE,0,1,0,59
https://gptbot.uz/uz/boss-digital/,DESKTOP,0,1,0,40
https://gptbot.uz/uz/chat-bot-narxi/,DESKTOP,0,1,0,189
https://gptbot.uz/uz/chat-bot-narxi/,MOBILE,0,1,0,98
https://gptbot.uz/uz/gpt-bot-biznes-uchun/,DESKTOP,0,3,0,52
https://gptbot.uz/uz/gpt-bot-biznes-uchun/,MOBILE,0,36,0,8.88888888888889
https://gptbot.uz/uz/gpt-uzbek-tilida-ai-chat/,DESKTOP,0,11,0,19.454545454545453
