date,page,clicks,impressions,ctr,position
2026-09-13,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,41,1544,0.02655440414507772,5.206606217616581
2026-09-10,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,26,952,0.0273109243697479,5.41281512605042
2026-09-09,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,22,1142,0.01926444833625219,4.8187390542907185
2026-09-11,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,22,1155,0.01904761904761905,5.083982683982684
2026-09-12,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,21,1094,0.019195612431444242,5.015539305301646
2026-09-06,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,20,881,0.022701475595913734,5.881952326901248
2026-09-14,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,20,1394,0.014347202295552367,5.373027259684362
2026-09-04,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,18,794,0.022670025188916875,5.471032745591939
2026-09-13,https://gptbot.uz/ru/gpt-chat/,17,416,0.040865384615384616,5.915865384615385
2026-09-13,https://gptbot.uz/uz/gpt-uzbek-tilida/,17,2012,0.008449304174950299,6.963220675944334
2026-09-03,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,16,1107,0.014453477868112014,5.366757000903342
2026-09-05,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,14,554,0.02527075812274368,5.57942238267148
2026-09-03,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,13,2730,0.004761904761904762,6.647985347985348
2026-09-07,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,13,876,0.014840182648401826,5.780821917808219
2026-08-25,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,12,444,0.02702702702702703,5.3941441441441444
2026-09-11,https://gptbot.uz/ru/gpt-chat/,12,429,0.027972027972027972,5.979020979020979
2026-08-31,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,11,526,0.02091254752851711,5.317490494296578
2026-09-02,https://gptbot.uz/uz/gpt-uzbek-tilida/,11,1176,0.00935374149659864,7.009353741496598
2026-09-08,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,11,2419,0.0045473336089293095,7.493178999586606
2026-09-01,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,10,454,0.022026431718061675,5.36784140969163
2026-09-06,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,10,2375,0.004210526315789474,7.058105263157895
2026-09-07,https://gptbot.uz/uz/gpt-uzbek-tilida/,10,599,0.01669449081803005,6.734557595993322
2026-09-08,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,10,979,0.010214504596527068,5.469867211440246
2026-09-10,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,10,2541,0.003935458480913027,7.133805588351043
2026-09-10,https://gptbot.uz/uz/gpt-uzbek-tilida/,10,621,0.01610305958132045,6.537842190016103
2026-08-30,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,9,461,0.019522776572668113,5.533622559652929
2026-09-05,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,9,1518,0.005928853754940711,6.80764163372859
2026-09-09,https://gptbot.uz/ru/gpt-chat/,9,328,0.027439024390243903,5.286585365853658
2026-08-29,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,8,352,0.022727272727272728,5.474431818181818
2026-08-15,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,7,312,0.022435897435897436,6.493589743589744
2026-08-26,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,7,395,0.017721518987341773,5.470886075949367
2026-09-02,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,7,817,0.008567931456548347,5.451652386780906
2026-09-02,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,7,1521,0.0046022353714661405,6.750164365548981
2026-09-04,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,7,2051,0.0034129692832764505,6.81618722574354
2026-09-05,https://gptbot.uz/ru/gpt-chat/,7,170,0.041176470588235294,4.964705882352941
2026-09-06,https://gptbot.uz/ru/gpt-chat/,7,287,0.024390243902439025,5.45993031358885
2026-09-09,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,7,2393,0.0029251984956122023,7.2373589636439615
2026-09-10,https://gptbot.uz/ru/gpt-chat/,7,304,0.023026315789473683,5.802631578947368
2026-09-11,https://gptbot.uz/uz/gpt-uzbek-tilida/,7,610,0.011475409836065573,6.826229508196722
2026-09-12,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,7,1739,0.0040253018976423235,7.175388154111558
2026-09-14,https://gptbot.uz/ru/gpt-chat/,7,563,0.012433392539964476,6.914742451154529
2026-09-14,https://gptbot.uz/uz/gpt-uzbek-tilida/,7,1365,0.005128205128205128,6.930402930402931
2026-08-20,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,6,29,0.20689655172413793,2.344827586206897
2026-08-23,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,6,303,0.019801980198019802,6.768976897689769
2026-08-29,https://gptbot.uz/uz/gpt-uzbek-tilida/,6,312,0.019230769230769232,6.951923076923077
2026-09-03,https://gptbot.uz/ru/gpt-chat/,6,293,0.020477815699658702,5.303754266211604
2026-09-05,https://gptbot.uz/uz/gpt-uzbek-tilida/,6,429,0.013986013986013986,6.624708624708624
2026-09-07,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,6,2130,0.0028169014084507044,7.414553990610329
2026-09-11,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,6,2635,0.0022770398481973433,7.183681214421252
2026-08-24,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,5,17,0.29411764705882354,2.8235294117647056
2026-08-27,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,5,484,0.010330578512396695,5.237603305785124
2026-09-03,https://gptbot.uz/uz/gpt-uzbek-tilida/,5,968,0.005165289256198347,6.5402892561983474
2026-09-04,https://gptbot.uz/ru/gpt-chat/,5,228,0.021929824561403508,5.030701754385965
2026-09-08,https://gptbot.uz/ru/gpt-chat/,5,345,0.014492753623188406,4.98840579710145
2026-08-21,https://gptbot.uz/ru/gpt-chat/,4,74,0.05405405405405406,5.216216216216216
2026-08-22,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,4,295,0.013559322033898305,7.549152542372881
2026-08-27,https://gptbot.uz/uz/gpt-uzbek-tilida/,4,177,0.022598870056497175,7.220338983050848
2026-08-28,https://gptbot.uz/ru/gpt-chat/,4,114,0.03508771929824561,4.5964912280701755
2026-08-28,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,4,391,0.010230179028132993,5.5191815856777495
2026-08-30,https://gptbot.uz/uz/gpt-uzbek-tilida/,4,413,0.009685230024213076,7.1041162227602905
2026-08-31,https://gptbot.uz/uz/gpt-uzbek-tilida/,4,429,0.009324009324009324,6.981351981351981
2026-09-04,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,4,22,0.18181818181818182,3.5454545454545454
2026-09-08,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,4,26,0.15384615384615385,4.153846153846153
2026-09-09,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,4,22,0.18181818181818182,3.590909090909091
2026-09-12,https://gptbot.uz/ru/gpt-chat/,4,338,0.011834319526627219,6.076923076923077
2026-08-07,https://gptbot.uz/uz/gpt-uzbek-tilida/,3,14,0.21428571428571427,7.428571428571429
2026-08-09,https://gptbot.uz/ru/gpt-chat/,3,39,0.07692307692307693,5.256410256410256
2026-08-14,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,3,333,0.009009009009009009,7.288288288288288
2026-08-18,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,3,30,0.1,4.733333333333333
2026-08-18,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,3,7,0.42857142857142855,3.5714285714285716
2026-08-18,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,3,350,0.008571428571428572,8.337142857142858
2026-08-20,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,3,15,0.2,3.2
2026-08-24,https://gptbot.uz/ru/gpt-chat/,3,88,0.03409090909090909,5.170454545454546
2026-08-24,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,3,346,0.008670520231213872,5.8468208092485545
2026-08-26,https://gptbot.uz/uz/gpt-uzbek-tilida/,3,176,0.017045454545454544,7.204545454545454
2026-08-28,https://gptbot.uz/uz/gpt-uzbek-tilida/,3,250,0.012,6.676
2026-08-29,https://gptbot.uz/ru/gpt-chat/,3,103,0.02912621359223301,5
2026-09-01,https://gptbot.uz/ru/gpt-chat/,3,135,0.022222222222222223,4.851851851851851
2026-09-01,https://gptbot.uz/uz/gpt-uzbek-tilida/,3,530,0.005660377358490566,7.233962264150944
2026-09-02,https://gptbot.uz/ru/gpt-chat/,3,232,0.01293103448275862,5.073275862068965
2026-09-06,https://gptbot.uz/uz/gpt-uzbek-tilida/,3,626,0.004792332268370607,6.217252396166134
2026-09-09,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,3,36,0.08333333333333333,3.6666666666666665
2026-09-09,https://gptbot.uz/uz/gpt-uzbek-tilida/,3,660,0.004545454545454545,6.301515151515152
2026-07-22,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,2,8,0.25,5.125
2026-07-26,https://gptbot.uz/,2,6,0.3333333333333333,3
2026-07-30,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,2,19,0.10526315789473684,5
2026-08-02,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,2,14,0.14285714285714285,5.857142857142857
2026-08-03,https://gptbot.uz/ru/blog/kak-oplatit-chatgpt-v-uzbekistane/,2,7,0.2857142857142857,3
2026-08-07,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,2,21,0.09523809523809523,3.6666666666666665
2026-08-09,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,2,10,0.2,3.9
2026-08-11,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,2,202,0.009900990099009901,7.4950495049504955
2026-08-11,https://gptbot.uz/uz/gpt-uzbek-tilida/,2,42,0.047619047619047616,6
2026-08-12,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,2,196,0.01020408163265306,8.214285714285715
2026-08-16,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,2,19,0.10526315789473684,4.894736842105264
2026-08-16,https://gptbot.uz/ru/gpt-chat/,2,36,0.05555555555555555,7
2026-08-18,https://gptbot.uz/uz/gpt-uzbek-tilida/,2,70,0.02857142857142857,8.028571428571428
2026-08-19,https://gptbot.uz/ru/blog/chatgpt-i-claude-v-uzbekistane/,2,28,0.07142857142857142,4.642857142857142
